model,timesteps,mean_score,max_score,min_score,mean_reward,mean_fires,mean_steps,mean_hit_rate,eval_episodes,action6_used
Hierarchical PPO,925000,0.0,0.0,0.0,-107.77727786783191,0.0,229.0,0.0,5,False
Hierarchical PPO,950000,0.0,0.0,0.0,-107.77727786783191,0.0,229.0,0.0,5,False
Hierarchical PPO,975000,0.0,0.0,0.0,-107.77727786783191,0.0,229.0,0.0,5,False
Hierarchical PPO,1000000,0.0,0.0,0.0,-107.77727786783191,0.0,229.0,0.0,5,False
Hierarchical PPO,1025000,543.2,1656.0,22.0,581.7408966817345,58.4,1435.2,0.5366299469604243,5,False
Hierarchical PPO,1050000,543.2,1656.0,22.0,581.6848966817345,58.4,1435.2,0.5366299469604243,5,False
Hierarchical PPO,1075000,14.4,18.0,0.0,-89.69827407394617,0.8,229.0,0.8,5,False
Hierarchical PPO,1100000,340.0,892.0,22.0,328.4100003301881,38.0,1100.0,0.5342659916197446,5,False
Hierarchical PPO,1125000,3.6,18.0,0.0,-103.2347041227941,0.2,229.0,0.2,5,False
Hierarchical PPO,1150000,543.2,1656.0,22.0,581.7408966817345,58.4,1435.2,0.5366299469604243,5,False
Hierarchical PPO,1175000,543.2,1656.0,22.0,581.7608966817345,58.4,1435.2,0.5366299469604243,5,False
Hierarchical PPO,1200000,0.0,0.0,0.0,-107.77727786783191,0.0,229.0,0.0,5,False
Hierarchical PPO,1225000,-4.4,0.0,-22.0,-111.3212778678319,2.2,229.0,0.0,5,False
Hierarchical PPO,1250000,0.0,0.0,0.0,-107.77727786783191,0.0,229.0,0.0,5,False
Hierarchical PPO,1275000,455.2,1216.0,22.0,470.08936404282696,50.4,1281.8,0.5324720893141945,5,False
Hierarchical PPO,1300000,0.0,0.0,0.0,-107.77727786783191,0.0,229.0,0.0,5,False
Hierarchical PPO,1325000,0.0,0.0,0.0,-107.77727786783191,0.0,229.0,0.0,5,False
Hierarchical PPO,1350000,559.6,1656.0,22.0,603.9834588587188,60.2,1480.2,0.5356785299563758,5,False
Hierarchical PPO,1375000,0.0,0.0,0.0,-107.77727786783191,0.0,229.0,0.0,5,False
Hierarchical PPO,1400000,529.2,1604.0,22.0,564.3277942555266,57.4,1417.6,0.534998400255959,5,False
Hierarchical PPO,1425000,0.0,0.0,0.0,-107.77727786783191,0.0,229.0,0.0,5,False
Hierarchical PPO,1450000,543.2,1656.0,22.0,581.5528966817345,58.4,1435.2,0.5366299469604243,5,False
Hierarchical PPO,1475000,543.2,1656.0,22.0,581.6288966817345,58.4,1435.2,0.5366299469604243,5,False
Hierarchical PPO,1500000,0.0,0.0,0.0,-107.77727786783191,0.0,229.0,0.0,5,False
Hierarchical PPO,1525000,543.2,1656.0,22.0,581.7528966817346,58.4,1435.2,0.5366299469604243,5,False
Hierarchical PPO,1550000,543.2,1656.0,22.0,581.5528966817345,58.4,1435.2,0.5366299469604243,5,False
Hierarchical PPO,1575000,543.2,1656.0,22.0,581.6568966817346,58.4,1435.2,0.5366299469604243,5,False
Hierarchical PPO,1600000,27.6,36.0,0.0,-72.97785641277258,2.2,229.2,0.5999999999999999,5,False
Hierarchical PPO,1625000,543.2,1656.0,22.0,581.7568966817346,58.4,1435.2,0.5366299469604243,5,False
Hierarchical PPO,1650000,114.4,430.0,22.0,39.665636127546314,14.8,469.0,0.5638011695906433,5,False
Hierarchical PPO,1675000,543.2,1656.0,22.0,581.5528966817345,58.4,1435.2,0.5366299469604243,5,False
Hierarchical PPO,1700000,543.2,1656.0,22.0,581.7408966817345,58.4,1435.2,0.5366299469604243,5,False
Hierarchical PPO,1725000,543.2,1656.0,22.0,581.6368966817346,58.4,1435.2,0.5366299469604243,5,False
Hierarchical PPO,1750000,543.2,1656.0,22.0,581.6328966817347,58.4,1435.2,0.5366299469604243,5,False
Hierarchical PPO,1775000,543.2,1656.0,22.0,581.4888966817346,58.4,1435.2,0.5366299469604243,5,False
Hierarchical PPO,1800000,543.2,1656.0,22.0,581.4648966817346,58.4,1435.2,0.5366299469604243,5,False
Hierarchical PPO,1825000,543.2,1656.0,22.0,581.4648966817346,58.4,1435.2,0.5366299469604243,5,False
Hierarchical PPO,1850000,543.2,1656.0,22.0,581.5688966817345,58.4,1435.2,0.5366299469604243,5,False
Hierarchical PPO,1875000,543.2,1656.0,22.0,581.4648966817346,58.4,1435.2,0.5366299469604243,5,False
Hierarchical PPO,1900000,543.2,1656.0,22.0,581.5768966817345,58.4,1435.2,0.5366299469604243,5,False
Hierarchical PPO,1925000,543.2,1656.0,22.0,581.5768966817345,58.4,1435.2,0.5366299469604243,5,False
Hierarchical PPO,1950000,543.2,1656.0,22.0,581.5768966817345,58.4,1435.2,0.5366299469604243,5,False
Hierarchical PPO,1975000,543.2,1656.0,22.0,581.5768966817345,58.4,1435.2,0.5366299469604243,5,False
Hierarchical PPO,2000000,543.2,1656.0,22.0,581.5768966817345,58.4,1435.2,0.5366299469604243,5,False
